system,parameter,parameter_value,algorithm,seed,speedup,communication_overhead,load_balance,mq,algorithm_runtime_s,measurement_type
layered_services_12,communication_latency,0.5,DTMC-GA,1,2.1235911148462687,0.12482944336268538,0.5350584052541563,9.196628,0.03793369939958211,phase3B_sensitivity_model_sweep
layered_services_12,communication_latency,1.0,DTMC-GA,1,2.081952073378695,0.12482944336268538,0.5350584052541563,9.196628,0.03793369939958211,phase3B_sensitivity_model_sweep
layered_services_12,communication_latency,2.0,DTMC-GA,1,1.998673990443547,0.12482944336268538,0.5350584052541563,9.196628,0.03793369939958211,phase3B_sensitivity_model_sweep
layered_services_12,communication_latency,4.0,DTMC-GA,1,1.8321178245732515,0.12482944336268538,0.5350584052541563,9.196628,0.03793369939958211,phase3B_sensitivity_model_sweep
layered_services_12,mutation_rate,0.04,DTMC-GA,1,2.0636308951329623,0.12482944336268538,0.5350584052541563,9.196628,0.03793369939958211,phase3B_sensitivity_model_sweep
layered_services_12,mutation_rate,0.08,DTMC-GA,1,2.081952073378695,0.12482944336268538,0.5350584052541563,9.196628,0.03793369939958211,phase3B_sensitivity_model_sweep
layered_services_12,mutation_rate,0.16,DTMC-GA,1,2.04530971688723,0.12482944336268538,0.5350584052541563,9.196628,0.03793369939958211,phase3B_sensitivity_model_sweep
layered_services_12,mutation_rate,0.24,DTMC-GA,1,2.0086673603957648,0.12482944336268538,0.5350584052541563,9.196628,0.03793369939958211,phase3B_sensitivity_model_sweep
layered_services_12,number_of_modules,2.0,DTMC-GA,1,2.0299032715442276,0.12482944336268538,0.5350584052541563,9.196628,0.03793369939958211,phase3B_sensitivity_model_sweep
layered_services_12,number_of_modules,3.0,DTMC-GA,1,2.081952073378695,0.12482944336268538,0.5350584052541563,9.196628,0.03793369939958211,phase3B_sensitivity_model_sweep
layered_services_12,number_of_modules,4.0,DTMC-GA,1,2.0299032715442276,0.12482944336268538,0.5350584052541563,9.196628,0.03793369939958211,phase3B_sensitivity_model_sweep
layered_services_12,number_of_modules,5.0,DTMC-GA,1,1.97785446970976,0.12482944336268538,0.5350584052541563,9.196628,0.03793369939958211,phase3B_sensitivity_model_sweep
layered_services_12,communication_latency,0.5,DTMC-GA,2,1.9415963958534812,0.11970077659047536,0.3971251590231377,9.07068,0.04291922619995603,phase3B_sensitivity_model_sweep
layered_services_12,communication_latency,1.0,DTMC-GA,2,1.9035258782877267,0.11970077659047536,0.3971251590231377,9.07068,0.04291922619995603,phase3B_sensitivity_model_sweep
layered_services_12,communication_latency,2.0,DTMC-GA,2,1.8273848431562176,0.11970077659047536,0.3971251590231377,9.07068,0.04291922619995603,phase3B_sensitivity_model_sweep
layered_services_12,communication_latency,4.0,DTMC-GA,2,1.6751027728931995,0.11970077659047536,0.3971251590231377,9.07068,0.04291922619995603,phase3B_sensitivity_model_sweep
layered_services_12,mutation_rate,0.04,DTMC-GA,2,1.8867748505587947,0.11970077659047536,0.3971251590231377,9.07068,0.04291922619995603,phase3B_sensitivity_model_sweep
layered_services_12,mutation_rate,0.08,DTMC-GA,2,1.9035258782877267,0.11970077659047536,0.3971251590231377,9.07068,0.04291922619995603,phase3B_sensitivity_model_sweep
layered_services_12,mutation_rate,0.16,DTMC-GA,2,1.8700238228298627,0.11970077659047536,0.3971251590231377,9.07068,0.04291922619995603,phase3B_sensitivity_model_sweep
layered_services_12,mutation_rate,0.24,DTMC-GA,2,1.8365217673719987,0.11970077659047536,0.3971251590231377,9.07068,0.04291922619995603,phase3B_sensitivity_model_sweep
